sentence1,sentence2,score
"['boston', 'bombing', 'suspect', 'appear', 'court']","['boston', 'bombing', 'suspect', 'buried']",1.2
"['death', 'toll', 'india', 'building', 'collapse', 'hits', 'num']","['toll', 'india', 'building', 'collapse', 'hits', 'num']",3.2
"['obama', 'announces', 'creation', 'twin', 'manufacturing', 'hubs']","['us', 'stocks', 'retreat', 'manufacturing', 'data']",0.4
"['five', 'charged', 'terrorism', 'offences']","['five', 'people', 'charged', 'terror', 'offences']",4.8
"['president', 'obama', 'reveals', 'plans', 'withdraw', 'troops', 'afghanistan', 'num']","['us', 'government', 'shutdown', 'obama', 'tells', 'republicans', 'lift', 'threat', 'us', 'economy', 'want', 'talks']",0.8
"['us', 'nato', 'raise', 'doubts', 'russia', 'pulled', 'back', 'ukraine', 'border']","['sign', 'russian', 'withdrawal', 'ukraine', 'border', 'official', 'says']",2.6
"['ftse', 'bursa', 'malaysia', 'update', 'numam']","['ftse', 'bursa', 'malaysia', 'update', 'numpm']",3.4
"['glasgow', 'helicopter', 'crash', 'search', 'ends']","['glasgow', 'helicopter', 'crash', 'woman', 'pc', 'victim']",2.8
"['quotations', 'news']","['quotations', 'day']",3.2
"['philip', 'leaves', 'hospital', 'num', 'days']","['mandela', 'leaves', 'hospital', 'num', 'days']",1.8
"['bone', 'fragment', 'could', 'king', 'alfred']","['remains', 'winchester', 'could', 'king', 'alfred', 'great']",4.6
"['israel', 'frees', 'second', 'group', 'palestinian', 'prisoners']","['israel', 'releases', 'num', 'palestinian', 'prisoners']",3.8
"['two', 'skydivers', 'dead', 'colliding', 'us', 'jump']","['two', 'skydivers', 'dead', 'colliding', 'jump', 'arizona']",3.8
"['iron', 'man', 'jetpacks', 'spark', 'concerns', 'hawaii']","['iron', 'man', 'jetpacks', 'spark', 'concerns']",3.8
"['israel', 'frees', 'palestinian', 'prisoners']","['israel', 'releases', 'num', 'palestinian', 'prisoners']",4.6
"['france', 'says', 'wont', 'shirk', 'responsibilities', 'syria']","['france', 'urges', 'eu', 'united', 'syria']",2.6
"['boston', 'bombing', 'suspect', 'identified', 'surveillance', 'video', 'arrest']","['boston', 'bombing', 'suspect', 'fbi', 'surveillance', 'says', 'mother']",3.4
"['chinas', 'anger', 'n', 'korea', 'overcomes', 'worry', 'us']","['chinas', 'anger', 'north', 'korea', 'overcomes', 'worry', 'us', 'stealth', 'flights']",3.2
"['china', 'yuan', 'strengthens', 'new', 'high', 'usd']","['china', 'yuan', 'weakens', 'num', 'usd']",2.2
"['man', 'held', 'teen', 'shot', 'belfast']","['man', 'num', 'arrested', 'shooting']",3.2
"['police', 'stop', 'maldives', 'presidential', 'election']","['keita', 'wins', 'mali', 'presidential', 'election']",1.2
"['indian', 'army', 'kill', 'num', 'militants', 'indiancontrolled', 'kashmir']","['indian', 'troops', 'kill', 'militant', 'commander', 'indiancontrolled', 'kashmir']",3.6
"['car', 'bomb', 'kills', 'num', 'northwest', 'syria']","['car', 'bomb', 'kills', 'num', 'northwest', 'pakistan']",1.2
"['iran', 'ups', 'oil', 'swap', 'eastern', 'neighbors']","['iran', 'urges', 'rapid', 'release', 'diplomat']",0.4
"['turkey', 'president', 'appeals', 'calm']","['texas', 'house', 'provisionally', 'approves', 'abortion', 'law']",0.0
"['north', 'korea', 'test', 'fires', 'num', 'missiles', 'sea']","['n', 'korea', 'fires', 'num', 'shells', 'sea']",2.8
"['man', 'dies', 'co', 'donegal', 'house', 'fire']","['woman', 'dies', 'co', 'cork', 'house', 'fire']",2.2
"['doha', 'gas', 'blast', 'kills', 'num', 'injures', 'dozens']","['syria', 'missile', 'kills', 'num', 'including', 'num', 'kids']",0.6000000000000001
"['polling', 'stations', 'open', 'ukrainian', 'presidential', 'election']","['nominations', 'open', 'etv', 'ghana', 'influential', 'awards']",0.2
"['india', 'ink', 'image', 'day', 'april', 'num']","['india', 'ink', 'image', 'day', 'may', 'num']",2.6
"['two', 'french', 'journalists', 'killed', 'mali']","['france', 'confirms', 'two', 'french', 'journalists', 'killed', 'mali']",5.0
"['gunmen', 'kill', 'nine', 'tourists', 'pakistan']","['gunmen', 'attack', 'hotel', 'remote', 'pakistani', 'province']",3.2
"['israel', 'hamas', 'observe', 'brief', 'gaza', 'truce']","['israel', 'hamas', 'accept', 'temporary', 'truce']",4.6
"['chinas', 'troubled', 'xinjiang', 'hit', 'violence']","['chinas', 'online', 'population', 'rises', 'num', 'mln']",0.4
"['relatives', 'scuffle', 'police', 'china', 'fire', 'kills', 'num']","['angry', 'families', 'demand', 'answers', 'china', 'plant', 'fire', 'kills', 'num']",3.8
"['iran', 'rejects', 'claim', 'chlorine', 'bombs']","['iran', 'rejects', 'mko', 'claim', 'nuclear', 'site']",2.4
"['india', 'ministers', 'wife', 'died', 'unnatural', 'death', 'affair', 'rumours']","['ministers', 'wifes', 'death', 'unnatural']",3.8
"['num', 'dead', 'num', 'hurt', 'shooting', 'carolina', 'oceanfront', 'motel']","['num', 'dead', 'num', 'injured', 'train', 'collision', 'near', 'moscow']",0.2
"['burial', 'boston', 'bombing', 'suspect', 'appears', 'legal']","['ready', 'go', 'home', 'last', 'boston', 'bombing', 'victim', 'leaves', 'hospital']",1.0
"['num', 'killed', 'china', 'road', 'cavein']","['num', 'num', 'killed', 'china', 'earthquake']",1.2
"['south', 'africa', 'president', 'mandela', 'improving']","['afghan', 'president', 'delays', 'signing', 'us', 'deal']",0.0
"['world', 'news', 'update', 'need', 'know']","['labours', 'nump', 'tax', 'rate', 'need', 'know']",0.6000000000000001
"['syrian', 'civil', 'war', 'photos']","['syrian', 'civil', 'war', 'peace', 'talks', 'risk', 'iran', 'invitation']",1.2
"['abdullah', 'widens', 'lead', 'afghan', 'presidential', 'poll']","['explosions', 'heard', 'near', 'afghan', 'presidential', 'palace']",1.0
"['imran', 'blames', 'rival', 'colleague', 'murder']","['pakistans', 'imran', 'blames', 'rival', 'killing', 'party', 'member']",4.2
"['bangladesh', 'honors', 'factory', 'victims']","['retailers', 'back', 'bangladesh', 'factory', 'safety', 'pact']",2.8
"['man', 'set', 'fire', 'national', 'mall', 'died']","['man', 'sets', 'fire', 'national', 'mall', 'flown', 'hospital']",3.0
"['japan', 'defends', 'dolphin', 'hunt', 'us', 'criticism']","['japan', 'defends', 'dolphin', 'hunts', 'criticism', 'us']",5.0
"['bomb', 'blast', 'rocks', 'shopping', 'mall', 'nigeria', 'num', 'killed']","['bomb', 'blasts', 'indian', 'opposition', 'rally', 'kill', 'num']",1.4
"['philippines', 'typhoon', 'death', 'toll', 'num', 'un']","['philippines', 'typhoon', 'death', 'toll', 'rises', 'num']",3.4
"['police', 'fire', 'teargas', 'venezuelan', 'vote', 'protesters']","['chavez', 'heir', 'maduro', 'wins', 'venezuelas', 'presidency']",0.6000000000000001
"['wave', 'attacks', 'kills', 'least', 'num', 'iraq']","['suicide', 'attack', 'kills', 'least', 'num', 'northern', 'iraq']",1.8
"['top', 'chinese', 'political', 'advisor', 'meets', 'greek', 'pm']","['top', 'chinese', 'political', 'advisor', 'meets', 'yemeni', 'president']",3.4
"['palestinian', 'diplomat', 'injured', 'explosion', 'prague']","['palestinian', 'ambassador', 'injured', 'apartment', 'blast']",4.0
"['ukraine', 'leader', 'pledges', 'crisis', 'talks']","['ukraine', 'leader', 'pledges', 'crisis', 'talks']",5.0
"['num', 'killed', 'attacks', 'iraq']","['num', 'killed', 'series', 'attacks', 'iraq']",3.0
"['us', 'military', 'presence', 'east', 'asia']","['nato', 'ups', 'military', 'presence', 'amid', 'russian', 'threat']",1.2
"['us', 'believes', 'syrian', 'government', 'used', 'chemical', 'weapons']","['us', 'suspects', 'syria', 'used', 'chemical', 'weapons']",5.0
"['world', 'powers', 'iran', 'resume', 'expert', 'nuclear', 'talks', 'dec', 'num']","['iran', 'nuclear', 'experts', 'world', 'powers', 'resume', 'talks', 'next', 'week']",4.0
"['egypts', 'muslim', 'brotherhood', 'refuses', 'back']","['egyptian', 'court', 'sentences', 'muslim', 'brotherhood', 'leader', 'life', 'prison']",1.4
"['least', 'num', 'dead', 'canada', 'bus', 'train', 'crash']","['least', 'num', 'dead', 'paris', 'train', 'crash']",2.2
"['chinese', 'president', 'meets', 'greek', 'pm', 'calling', 'stronger', 'partnership']","['chinese', 'president', 'meets', 'indian', 'vice', 'president']",1.8
"['astrazeneca', 'pays', 'numbn', 'buy', 'bristolmyers', 'squibb', 'diabetes', 'alliance']","['astrazeneca', 'buy', 'bristol', 'diabetes', 'venture', 'num', 'billion']",5.0
"['italian', 'fugitive', 'arrested', 'dominican', 'republic']","['australian', 'icebreaker', 'arrives', 'east', 'antarctica', 'new', 'rescue', 'bid']",0.0
"['india', 'us', 'hold', 'talks', 'china', 'next', 'week']","['egypt', 'hold', 'talks', 'imf', 'loan', 'next', 'week']",1.4
"['israel', 'carrying', 'ground', 'offensive', 'gaza']","['israel', 'launches', 'ground', 'offensive', 'gaza']",4.8
"['ehud', 'olmert', 'former', 'israeli', 'prime', 'minister', 'sentenced', 'six', 'years', 'jail', 'corruption']","['ehud', 'olmert', 'sentenced', 'six', 'years', 'israel']",3.8
"['brahimi', 'apologises', 'syria', 'lack', 'peace', 'progress']","['mediator', 'apologizes', 'syrians', 'lack', 'peace', 'progress']",3.8
"['egyptian', 'protesters', 'issue', 'morsi', 'resignation', 'ultimatum']","['ukraine', 'protesters', 'battle', 'police', 'new', 'clashes']",0.4
"['num', 'things', 'know', 'sochi', 'olympics']","['num', 'things', 'know', 'ethanol']",0.0
"['china', 'stocks', 'open', 'lower', 'wednesday']","['chinas', 'stocks', 'close', 'lower', 'monday']",2.6
"['us', 'delays', 'missile', 'test', 'tensions', 'rise']","['william', 'hague', 'us', 'decision', 'halt', 'missile', 'test', 'sensible']",3.4
"['fire', 'beijing', 'kills', 'num']","['fire', 'beijing', 'kills', 'ten']",5.0
"['india', 'china', 'ink', 'border', 'pact', 'num', 'agreements']","['india', 'china', 'ink', 'agreement', 'transborder', 'rivers']",3.8
"['venezuela', 'expels', 'three', 'us', 'diplomats']","['venezuela', 'expels', 'num', 'us', 'diplomats']",5.0
"['heavy', 'smog', 'hits', 'north', 'china', 'city', 'flights', 'cancelled']","['heavy', 'smog', 'hits', 'north', 'china', 'city', 'flights', 'canceled']",5.0
"['russia', 'claims', 'foiled', 'possible', 'terror', 'act']","['russia', 'says', 'ballistic', 'objects', 'fired', 'mediterranean']",1.4
"['num', 'chinese', 'tourists', 'killed', 'pakistan']","['seven', 'kidnappers', 'killed', 'southern', 'nigeria']",0.4
"['sevens', 'world', 'cup', 'within', 'kenyaäôs', 'reach']","['clash', 'styles', 'court', 'opens', 'trial', 'young', 'manäôs', 'death']",0.0
"['gunmen', 'kill', 'num', 'foreign', 'tourists', 'northern', 'pakistan']","['islamic', 'militants', 'kill', 'num', 'foreign', 'tourists', 'num', 'pakistani']",2.6
"['austrian', 'found', 'hoarding', 'num', 'stolen', 'skulls', 'home', 'museum']","['stolen', 'skulls', 'found', 'home', 'museum']",3.4
"['egypt', 'launches', 'offensive', 'sinai', 'militants']","['egypt', 'launches', 'offensive', 'sinai', 'insurgents']",5.0
"['recordsetting', 'southwest', 'heat', 'wave', 'turns', 'fatal']","['least', 'num', 'dead', 'num', 'hospitalized', 'southwest', 'heat', 'wave']",4.0
"['detroit', 'eligible', 'bankruptcy', 'protection', 'us', 'judge']","['detroit', 'eligible', 'bankruptcy', 'protection']",4.6
"['british', 'nobelwinning', 'author', 'doris', 'lessing', 'dies']","['nobel', 'prize', 'winning', 'author', 'doris', 'lessing', 'dies']",4.2
"['israeli', 'government', 'authorises', 'new', 'settlements', 'ahead', 'talks']","['israel', 'approves', 'new', 'settlement', 'homes', 'ahead', 'peace', 'talks']",4.8
"['pakistani', 'taliban', 'chief', 'killed', 'us', 'drone', 'strike']","['funeral', 'pakistan', 'taliban', 'chief', 'set', 'take', 'place']",1.6
"['putin', 'signs', 'crimea', 'annexe', 'treaty']","['num', 'putin', 'signs', 'crimea', 'annexation']",3.6
"['faa', 'continues', 'ban', 'us', 'flights', 'tel', 'aviv']","['faa', 'lifts', 'ban', 'us', 'flights', 'tel', 'aviv']",1.8
"['chinese', 'envoy', 'rebuts', 'vietnamese', 'philippine', 'accusations', 'south', 'china', 'sea']","['chinas', 'xi', 'tells', 'vietnam', 'wants', 'peace', 'south', 'china', 'sea']",3.2
"['four', 'people', 'arrested', 'australias', 'largest', 'illegal', 'tobacco', 'importation', 'syndicate']","['police', 'target', 'illegal', 'tobacco', 'syndicate']",2.8
"['obama', 'moves', 'fill', 'fed', 'board', 'taps', 'fischer', 'num']","['obama', 'voices', 'willingness', 'talk', 'gop', 'budget']",0.4
"['irans', 'president', 'condemns', 'use', 'chemical', 'weapons', 'syria']","['probe', 'alleged', 'use', 'chemical', 'weapons', 'syria']",1.6
"['society', 'fraying', 'edges']","['old', 'tv', 'alignments', 'crack', 'edges']",0.4
"['un', 'invites', 'iran', 'syrian', 'peace', 'conference']","['un', 'iran', 'invited', 'attend', 'syrian', 'peace', 'conference']",5.0
"['italy', 'bus', 'crash', 'death', 'toll', 'rises']","['starbucks', 'clears', 'college', 'degree', 'path', 'workers']",0.0
"['soccer', 'ref', 'punched', 'player', 'dies']","['police', 'utah', 'soccer', 'referee', 'punched', 'player', 'dies']",4.2
"['angela', 'merkel', 'headed', 'narrow', 'win', 'german', 'elections']","['malawis', 'new', 'president', 'sworn', 'disputed', 'elections']",0.4
"['israel', 'detains', 'num', 'palestinians', 'arrest', 'operation', 'continues']","['israel', 'criticizes', 'palestinian', 'stance', 'settlers']",1.2
"['rebels', 'kill', 'num', 'civilians', 'syria', 'alawite', 'village']","['bomb', 'kills', 'num', 'civilians', 'afghanistan']",1.2
"['world', 'sends', 'emergency', 'relief', 'battered', 'philippines']","['typhoon', 'haiyan', 'world', 'sends', 'relief', 'battered', 'philippines']",5.0
"['palestinian', 'hunger', 'striker', 'israel', 'reach', 'deal']","['palestinian', 'activist', 'detained', 'israeli', 'raid']",1.2
"['assad', 'says', 'syria', 'comply', 'un', 'arms', 'resolution']","['syrias', 'assad', 'vows', 'comply', 'un', 'resolution']",4.8
"['south', 'korean', 'president', 'sorry', 'ferry', 'response']","['korean', 'president', 'sorry', 'ferry', 'disaster']",4.6
"['food', 'price', 'hikes', 'raise', 'concerns', 'iran']","['american', 'chris', 'horner', 'wins', 'tour', 'spain']",0.0
"['obama', 'made', 'lastminute', 'decision', 'syria', 'approval']","['obama', 'mulls', 'limited', 'military', 'action', 'syria']",2.0
"['driver', 'backs', 'stroller', 'child', 'drives']","['driver', 'backs', 'mom', 'stroller', 'child', 'drives']",4.0
"['spain', 'princess', 'testifies', 'historic', 'fraud', 'probe']","['spain', 'princess', 'testifies', 'historic', 'fraud', 'probe']",5.0
"['senate', 'confirms', 'obama', 'nominee', 'key', 'appeals', 'court']","['senate', 'approves', 'obama', 'nominee', 'key', 'appeals', 'court']",5.0
"['un', 'rights', 'chief', 'presses', 'egypt', 'mursi', 'detention']","['un', 'rights', 'chief', 'presses', 'egypt', 'morsi', 'detention']",5.0
"['us', 'senate', 'confirms', 'janet', 'yellen', 'us', 'federal', 'reserve', 'chief']","['senate', 'confirms', 'janet', 'yellen', 'next', 'federal', 'reserve', 'chair']",5.0
"['syrian', 'rebel', 'groups', 'battle', 'north']","['syrian', 'rebel', 'groups', 'battle', 'north']",5.0
"['mayawati', 'demands', 'presidents', 'rule', 'kashmir']","['mayawati', 'demands', 'presidents', 'rule', 'jammu', 'kashmir']",3.0
"['ugandas', 'president', 'signs', 'antigay', 'bill']","['ugandas', 'president', 'signs', 'harsh', 'antigay', 'law']",4.0
"['rocks', 'tear', 'gas', 'fly', 'thai', 'protests', 'heat']","['rocks', 'tear', 'gas', 'fly', 'thai', 'protests', 'heat']",5.0
"['boston', 'bombing', 'suspect', 'buried', 'virginia']","['boston', 'bomb', 'suspect', 'buried', 'virginia', 'cemetery']",5.0
"['six', 'dead', 'philippine', 'restaurant', 'blast']","['num', 'killed', 'philippines', 'restaurant', 'blast']",5.0
"['china', 'army', 'newspaper', 'hits', 'uss', 'prism', 'programme']","['china', 'army', 'newspaper', 'slams', 'uss', 'prism', 'program']",5.0
"['silvio', 'berlusconi', 'expelled', 'italys', 'parliament']","['silvio', 'berlusconi', 'expelled', 'parliament']",4.0
"['two', 'killed', 'bahrain', 'car', 'explosion']","['two', 'killed', 'bahrain', 'car', 'blast']",5.0
"['russia', 'warns', 'respond', 'interests', 'attacked', 'ukraine']","['russia', 'warns', 'respond', 'interests', 'ukraine', 'attacked']",5.0
"['hosni', 'mubarak', 'retrial', 'adjourned', 'num', 'june']","['mubarak', 'retrial', 'adjourned', 'june']",4.0
"['egypt', 'protesters', 'defy', 'cabinet', 'threat', 'end', 'sitins']","['egypt', 'protesters', 'defy', 'cabinet', 'threat']",4.0
"['couple', 'marry', 'uks', 'first', 'scientology', 'wedding']","['couple', 'get', 'married', 'britains', 'first', 'scientology', 'wedding']",5.0
"['qatars', 'emir', 'hands', 'power', 'son']","['qatari', 'emir', 'hands', 'power', 'son', 'tamim']",4.0
"['philippines', 'typhoon', 'death', 'toll', 'feared', 'hit', 'num']","['philippines', 'typhoon', 'death', 'toll', 'rises', 'num']",3.0
"['egypt', 'braces', 'friday', 'anger', 'carnage']","['egypt', 'braces', 'friday', 'anger', 'bloody', 'crackdown']",4.0
"['red', 'sox', 'beat', 'tigers', 'num', 'advance', 'world', 'series']","['red', 'sox', 'beat', 'tigers', 'reach', 'world', 'series']",4.0
"['china', 'lands', 'jade', 'rabbit', 'robot', 'rover', 'moon']","['china', 'lands', 'robot', 'rover', 'moon']",4.0
"['ukrainian', 'parliament', 'dismisses', 'president']","['ukraines', 'parliament', 'votes', 'dismiss', 'president']",4.0
"['venezuela', 'lawmakers', 'brawl', 'amid', 'election', 'tensions']","['venezuela', 'lawmakers', 'brawl', 'election']",5.0
"['north', 'korea', 'warns', 'foreigners', 'south', 'advising', 'evacuation']","['north', 'korea', 'warns', 'foreigners', 'south', 'evacuate']",5.0
"['captain', 'sunken', 'south', 'korean', 'ferry', 'arrested']","['captain', 'capsized', 'korean', 'ferry', 'arrested']",4.0
"['cars', 'drivers', 'plunge', 'river', 'wash', 'inum', 'bridge', 'collapse']","['cars', 'plunge', 'river', 'us', 'bridge', 'collapses']",3.0
"['death', 'toll', 'syria', 'tops', 'num']","['death', 'toll', 'syria', 'num', 'far']",5.0
"['communist', 'rebels', 'ambush', 'philippine', 'police', 'kill', 'num']","['communist', 'rebels', 'kill', 'eight', 'philippine', 'police']",4.0
"['egypts', 'morsi', 'faces', 'trial', 'prison', 'break', 'murder', 'says', 'prosecution']","['egypts', 'morsi', 'faces', 'trial', 'prison', 'break']",3.0
"['iran', 'nuclear', 'talks', 'enter', 'third', 'day']","['iran', 'nuclear', 'talks', 'enter', 'crucial', 'third', 'day']",5.0
"['thai', 'army', 'declares', 'martial', 'law']","['thailands', 'army', 'declares', 'martial', 'law', 'denies', 'coup']",3.0
"['woman', 'dies', 'riding', 'roller', 'coaster', 'texas']","['woman', 'dies', 'riding', 'roller', 'coaster', 'texas', 'amusement', 'park']",4.0
"['nobel', 'author', 'doris', 'lessing', 'dies', 'num']","['nobel', 'prize', 'winning', 'author', 'doris', 'lessing', 'dies']",4.0
"['num', 'dead', 'typhoon', 'slams', 'central', 'philippines']","['least', 'num', 'dead', 'typhoon', 'batters', 'philippines']",5.0
